click_id,user_id,item_id,clicked_at
238,72,5,2024-03-22 15:26:58
239,41,4,2024-03-03 21:49:14
240,79,5,2024-06-07 14:07:50
241,55,5,2024-08-26 13:47:34
242,58,2,2024-01-26 11:07:00
243,96,4,2024-03-20 13:30:45
244,58,3,2024-06-18 10:52:03
245,97,2,2024-03-18 19:14:21
246,82,3,2024-08-01 22:15:53
247,99,5,2024-02-24 23:55:21
248,63,2,2024-05-29 22:58:36
249,36,4,2024-01-10 08:43:23
250,10,3,2024-07-02 01:43:59
251,31,3,2024-07-27 01:39:36
252,43,3,2024-09-11 18:22:41
253,70,1,2024-08-15 21:36:56
254,18,2,2024-06-14 19:31:12
255,30,4,2024-06-24 16:09:37
256,89,2,2024-02-19 16:50:45
257,91,2,2024-03-12 17:39:59
258,9,4,2024-01-17 17:54:47
259,53,3,2024-04-24 16:27:25
260,70,4,2024-03-31 01:05:49
261,54,1,2024-02-27 13:37:48
262,27,4,2024-08-01 09:35:14
263,50,5,2024-04-21 19:49:04
264,90,1,2024-06-07 04:52:24
265,98,5,2024-08-27 00:08:09
266,49,4,2024-05-09 22:46:29
267,1,3,2024-08-31 03:10:51
268,39,4,2024-06-28 11:07:09
269,54,5,2024-08-13 06:38:18
270,96,5,2024-01-27 04:14:00
271,78,2,2024-02-06 00:50:30
272,63,2,2024-02-16 21:43:24
273,35,4,2024-07-31 13:52:04
274,63,1,2024-02-26 20:59:42
275,50,3,2024-03-28 01:10:51
276,86,4,2024-03-16 08:54:31
277,93,2,2024-05-16 04:17:51
278,60,2,2024-03-30 10:17:44
279,80,5,2024-02-17 19:41:49
280,4,4,2024-01-04 04:36:13
281,76,5,2024-02-02 03:47:01
282,85,1,2024-03-10 09:33:00
283,11,4,2024-01-29 18:01:39
284,18,4,2024-06-09 07:20:27
285,24,1,2024-07-30 09:02:38
286,34,4,2024-06-25 10:00:19
287,42,2,2024-07-20 02:17:28
288,59,3,2024-05-16 18:17:40
289,44,4,2024-02-16 06:07:52
290,36,4,2024-05-10 05:06:53
291,33,1,2024-02-06 04:32:45
292,61,1,2024-06-07 05:01:26
293,96,5,2024-02-16 17:17:01
294,7,3,2024-06-01 09:00:03
295,29,1,2024-07-20 19:02:49
296,100,1,2024-07-10 06:16:33
297,97,1,2024-07-28 08:14:23
298,32,2,2024-09-10 13:51:33
299,3,5,2024-06-13 13:03:08
300,20,2,2024-05-29 07:24:51
301,17,4,2024-03-12 03:02:13
302,86,1,2024-05-27 06:14:31
303,73,2,2024-08-16 06:18:56
304,60,3,2024-08-24 02:31:44
305,99,3,2024-04-25 04:05:53
306,22,5,2024-01-09 12:40:09
307,78,1,2024-01-19 08:37:39
308,100,2,2024-04-05 14:11:27
309,40,1,2024-02-25 06:00:37
310,75,1,2024-04-13 00:21:12
311,40,5,2024-01-16 07:50:51
312,87,4,2024-07-19 06:34:46
313,51,2,2024-01-13 01:52:52
314,10,5,2024-06-18 11:34:11
315,89,2,2024-07-23 16:16:59
316,14,3,2024-01-20 10:22:13
317,88,5,2024-08-10 00:52:08
318,16,5,2024-01-14 05:13:25
319,6,3,2024-01-20 05:11:17
320,69,4,2024-02-21 09:09:24
321,85,3,2024-06-24 16:46:34
322,9,5,2024-05-10 14:39:49
323,83,3,2024-07-12 17:37:26
324,2,4,2024-08-08 00:53:36
325,63,1,2024-08-05 04:27:45
326,56,3,2024-01-30 13:35:08
327,82,4,2024-01-10 11:02:39
328,91,2,2024-07-02 22:05:46
329,56,2,2024-07-21 20:14:11
330,94,5,2024-07-07 06:54:00
331,84,3,2024-08-26 11:31:03
332,79,5,2024-08-25 19:34:09
333,100,4,2024-03-27 10:31:53
334,60,4,2024-03-28 07:15:54
335,94,5,2024-06-24 13:39:48
336,35,3,2024-08-02 03:28:43
337,32,1,2024-02-25 19:56:52
338,36,4,2024-06-22 06:25:41
339,32,4,2024-04-25 02:11:13
340,73,5,2024-01-21 07:38:56
341,86,4,2024-08-10 17:24:12
342,44,1,2024-04-26 20:11:51
343,64,3,2024-04-23 11:44:25
344,24,4,2024-06-04 10:44:27
345,28,3,2024-05-20 05:33:04
346,34,3,2024-01-14 07:02:52
347,36,5,2024-09-05 16:47:29
348,90,3,2024-03-03 07:23:39
349,72,1,2024-07-05 06:39:33
350,67,2,2024-04-26 21:54:48
351,11,2,2024-02-04 23:52:31
352,93,4,2024-01-15 08:42:03
353,63,5,2024-04-26 20:06:03
354,98,2,2024-07-13 14:23:41
355,89,4,2024-06-20 00:12:22
356,83,4,2024-04-21 20:14:26
357,58,1,2024-03-27 03:54:49
358,12,3,2024-05-02 18:55:27
359,29,4,2024-02-10 20:30:06
360,89,2,2024-05-04 12:29:57
361,40,5,2024-08-20 04:04:09
362,48,4,2024-03-08 04:46:47
363,71,5,2024-06-01 12:23:51
364,45,4,2024-07-01 23:24:32
365,96,5,2024-07-28 06:36:27
366,43,3,2024-06-20 19:10:11
367,90,4,2024-09-10 11:45:31
368,35,3,2024-03-20 12:59:42
369,33,2,2024-03-14 23:38:43
370,16,2,2024-09-05 12:46:14
371,41,1,2024-03-02 17:04:41
372,96,5,2024-05-05 11:56:05
373,98,2,2024-01-23 04:13:49
374,25,2,2024-07-16 20:18:25
375,95,4,2024-01-19 06:02:48
376,36,5,2024-02-05 22:46:42
377,98,5,2024-04-11 23:07:09
378,77,3,2024-07-07 13:29:38
379,13,2,2024-03-15 08:34:38
380,38,2,2024-06-02 10:57:01
381,47,2,2024-02-14 12:19:19
382,39,1,2024-04-09 16:05:35
383,91,5,2024-06-18 14:59:39
384,17,3,2024-06-14 19:48:20
385,6,1,2024-05-07 04:25:28
386,71,3,2024-04-08 06:55:12
387,90,2,2024-01-18 14:40:39
388,82,4,2024-09-03 15:31:39
389,14,1,2024-08-23 22:39:35
390,74,3,2024-03-15 03:46:17
391,61,4,2024-09-08 14:28:50
392,57,3,2024-04-24 05:39:39
393,24,1,2024-08-02 11:50:16
394,33,4,2024-02-29 23:14:05
395,15,1,2024-08-03 05:30:13
396,52,4,2024-01-19 05:35:16
397,10,5,2024-05-30 13:39:00
398,81,1,2024-05-29 13:10:18
399,20,2,2024-02-11 11:52:53
400,73,3,2024-03-13 13:35:03
401,11,2,2024-04-26 16:55:51
402,16,5,2024-04-09 03:58:59
403,98,4,2024-08-29 07:44:49
404,78,5,2024-06-29 16:12:32
405,80,2,2024-07-21 22:36:52
406,100,5,2024-03-15 09:06:26
407,49,4,2024-07-22 10:30:40
408,57,3,2024-01-17 17:10:52
409,76,4,2024-03-22 02:07:42
410,40,5,2024-08-08 18:25:07
411,80,1,2024-07-26 22:59:06
412,79,1,2024-02-21 13:44:55
413,98,2,2024-06-26 12:47:30
414,81,2,2024-07-05 04:26:48
415,34,1,2024-07-01 13:34:47
416,21,2,2024-07-26 12:11:52
417,23,5,2024-06-21 03:25:01
418,10,2,2024-03-26 03:43:24
419,1,4,2024-08-26 19:18:19
420,58,5,2024-02-20 11:42:19
421,61,3,2024-02-03 08:45:39
422,5,2,2024-02-10 16:35:08
423,37,3,2024-01-04 10:42:33
424,90,4,2024-05-30 21:43:35
425,10,2,2024-07-27 03:57:38
426,34,5,2024-07-23 04:22:01
427,85,2,2024-05-02 18:51:38
428,55,1,2024-05-05 03:20:08
429,70,2,2024-01-31 06:34:34
430,83,2,2024-02-02 13:04:00
431,35,2,2024-08-31 00:31:16
432,10,1,2024-05-31 11:02:38
433,22,3,2024-08-19 09:16:34
434,77,5,2024-04-02 09:02:26
435,37,4,2024-05-03 00:22:36
436,16,4,2024-04-24 19:51:36
437,89,3,2024-04-05 20:43:05
438,90,4,2024-02-05 09:57:49
439,35,5,2024-06-10 14:43:18
440,70,4,2024-05-10 20:34:10
441,57,1,2024-01-29 03:16:19
442,77,1,2024-03-25 03:02:56
443,56,3,2024-05-25 16:06:58
444,78,3,2024-06-21 04:31:11
445,4,1,2024-01-28 02:21:32
446,30,5,2024-01-02 00:09:58
447,76,1,2024-01-30 14:49:41
448,98,3,2024-06-08 22:17:59
449,74,1,2024-08-11 16:56:51
450,98,2,2024-08-20 07:23:03
451,61,5,2024-03-29 10:57:22
452,84,4,2024-06-20 23:40:29
453,36,2,2024-08-13 07:06:47
454,75,4,2024-05-19 05:37:41
455,82,4,2024-05-01 10:52:52
456,12,4,2024-05-10 16:35:55
457,45,4,2024-06-20 15:17:27
458,43,3,2024-08-22 09:11:45
459,86,1,2024-07-08 19:14:50
460,21,3,2024-07-25 06:11:45
461,53,4,2024-05-24 13:06:19
462,37,4,2024-03-07 10:06:09
463,98,5,2024-04-14 02:43:05
464,5,4,2024-04-12 17:32:18
465,12,3,2024-07-31 06:31:08
466,33,3,2024-06-01 16:51:31
467,15,4,2024-04-09 19:45:40
468,66,1,2024-07-14 06:56:54
469,85,5,2024-06-24 10:40:05
470,60,4,2024-05-12 22:59:40
471,7,2,2024-04-07 05:39:40
472,67,3,2024-08-19 15:46:47
473,80,4,2024-02-17 19:34:55
474,81,4,2024-04-12 17:14:49
475,98,1,2024-08-09 19:33:31
476,27,3,2024-05-06 19:02:53
477,71,2,2024-03-04 19:41:13
478,37,4,2024-05-14 22:30:17
479,90,4,2024-08-22 09:33:31
480,16,1,2024-06-22 16:53:11
481,81,5,2024-06-27 22:54:24
482,31,2,2024-08-19 08:34:11
483,40,5,2024-07-20 12:03:43
484,2,5,2024-03-04 12:09:06
485,53,1,2024-05-16 18:52:45
486,29,1,2024-02-27 06:20:31
487,60,1,2024-03-14 15:50:24
488,83,2,2024-03-20 11:47:38
489,64,3,2024-02-28 18:31:49
490,66,3,2024-07-01 10:00:55
491,54,4,2024-05-24 09:58:03
492,61,2,2024-02-13 20:36:30
493,59,5,2024-06-22 16:22:23
494,19,4,2024-06-29 06:38:33
495,25,5,2024-05-26 09:36:53
496,66,2,2024-01-01 07:28:45
497,9,3,2024-02-13 21:38:52
498,99,4,2024-03-30 03:38:53
499,44,5,2024-01-19 21:27:50
500,35,1,2024-02-28 18:25:01
501,37,3,2024-05-19 08:53:27
502,76,5,2024-06-09 22:02:22
503,85,4,2024-03-05 12:02:29
504,20,4,2024-07-13 07:30:24
505,69,4,2024-07-14 14:18:45
506,45,3,2024-09-01 00:30:52
507,71,5,2024-01-31 05:02:53
508,49,4,2024-02-17 11:17:07
509,42,2,2024-06-06 09:15:59
510,90,2,2024-05-16 19:51:27
511,74,4,2024-07-12 04:41:14
512,30,4,2024-06-06 23:28:17
513,6,3,2024-09-05 16:21:55
514,96,4,2024-01-01 13:15:38
515,91,4,2024-09-09 11:43:53
516,50,2,2024-06-16 19:18:30
517,64,1,2024-08-05 02:11:46
518,17,5,2024-07-20 22:50:20
519,76,3,2024-06-01 08:10:30
520,13,4,2024-01-13 23:51:49
521,13,5,2024-08-20 14:51:15
522,59,1,2024-03-10 04:01:32
523,93,2,2024-05-28 20:06:03
524,53,2,2024-03-01 23:02:59
525,10,4,2024-03-20 05:11:07
526,34,3,2024-03-17 13:27:19
527,80,4,2024-04-29 21:02:06
528,84,1,2024-07-08 13:27:09
529,43,5,2024-03-30 11:21:08
530,49,3,2024-02-12 23:15:22
531,81,4,2024-04-29 04:47:51
532,70,1,2024-06-23 00:14:41
533,80,1,2024-06-13 00:14:31
534,31,3,2024-03-05 14:36:55
535,30,1,2024-08-02 13:38:51
536,56,1,2024-03-11 20:08:20
537,98,1,2024-03-18 11:45:20
538,57,2,2024-06-06 15:28:44
539,89,3,2024-04-11 15:19:52
540,4,1,2024-08-12 14:22:17
541,42,1,2024-08-19 06:09:38
542,38,3,2024-04-22 07:57:38
543,48,4,2024-08-15 12:58:59
544,19,2,2024-03-19 07:58:42
545,68,4,2024-08-04 06:08:02
546,73,2,2024-06-11 11:55:49
547,22,2,2024-02-03 05:18:59
548,11,5,2024-05-25 02:57:41
549,49,5,2024-03-15 06:53:33
550,88,2,2024-02-09 05:51:48
551,64,5,2024-01-26 21:40:32
552,19,2,2024-06-24 21:38:44
553,60,3,2024-03-20 19:15:28
554,59,3,2024-05-12 00:42:38
555,86,1,2024-03-31 17:06:13
556,60,3,2024-02-15 01:12:25
557,87,5,2024-02-07 02:09:24
558,21,1,2024-07-10 01:39:04
559,57,3,2024-04-05 22:56:20
560,76,3,2024-08-25 15:23:14
561,82,4,2024-02-08 12:20:54
562,89,3,2024-02-03 19:41:07
563,59,3,2024-01-02 08:42:44
564,26,4,2024-02-17 03:08:28
565,62,1,2024-07-10 02:14:49
566,31,4,2024-07-13 16:20:20
567,74,3,2024-03-17 14:40:43
568,74,3,2024-08-31 16:09:51
569,90,3,2024-09-12 03:46:50
570,3,4,2024-01-26 21:55:26
571,36,1,2024-01-22 06:15:55
572,73,1,2024-09-08 00:01:16
573,78,4,2024-04-20 13:11:24
574,37,2,2024-05-13 03:51:55
575,78,3,2024-08-01 21:27:17
576,29,2,2024-02-29 02:46:02
577,80,3,2024-05-29 08:21:00
578,87,2,2024-09-03 23:25:10
579,81,1,2024-03-29 03:11:32
580,81,1,2024-09-04 10:57:06
581,40,4,2024-08-14 09:14:47
582,5,5,2024-06-12 15:15:02
583,47,2,2024-08-13 14:50:13
584,12,3,2024-07-12 11:04:44
585,42,4,2024-05-15 01:07:22
586,23,2,2024-04-01 03:25:44
587,17,5,2024-03-24 06:15:07
588,47,5,2024-04-17 02:21:24
589,65,3,2024-04-05 20:20:41
590,22,3,2024-05-15 12:15:29
591,62,3,2024-02-13 08:53:54
592,96,3,2024-01-23 06:10:35
593,15,4,2024-02-24 10:22:26
594,10,2,2024-08-22 19:01:53
595,97,2,2024-01-23 02:10:30
596,87,4,2024-08-31 05:41:24
597,72,3,2024-02-29 08:56:21
598,12,4,2024-06-17 05:01:22
599,2,3,2024-06-08 20:50:48
600,69,1,2024-01-06 01:34:37
601,59,3,2024-01-11 02:00:38
602,87,3,2024-09-05 06:10:03
603,75,4,2024-06-25 00:59:28
604,82,3,2024-01-22 01:09:51
605,14,2,2024-05-07 21:31:52
606,61,1,2024-08-23 12:42:25
607,80,5,2024-01-07 03:25:01
608,42,5,2024-06-10 01:24:53
609,29,1,2024-06-17 05:47:05
610,82,4,2024-08-09 10:48:59
611,90,3,2024-06-27 13:07:11
612,84,4,2024-06-13 20:09:36
613,15,2,2024-05-29 21:56:53
614,6,1,2024-01-19 07:31:04
615,39,4,2024-01-02 11:03:42
616,15,1,2024-08-13 05:08:17
617,31,5,2024-08-27 16:15:49
618,18,4,2024-01-02 10:23:27
619,59,3,2024-01-05 19:31:30
620,86,5,2024-07-06 11:30:09
621,54,5,2024-08-22 16:20:40
622,96,2,2024-04-18 03:05:42
623,54,1,2024-08-08 13:55:58
624,63,5,2024-07-17 05:36:57
625,53,3,2024-07-18 10:31:24
626,5,3,2024-07-05 17:49:32
627,28,4,2024-06-13 04:23:52
628,57,2,2024-09-11 07:15:50
629,47,1,2024-01-31 03:00:01
630,88,3,2024-02-14 17:25:51
631,70,3,2024-08-03 00:31:43
632,8,4,2024-01-07 17:13:09
633,36,2,2024-02-17 17:05:03
634,16,4,2024-05-01 20:59:28
635,12,2,2024-07-15 15:14:58
636,83,5,2024-03-15 14:11:25
637,3,1,2024-08-26 14:26:47
638,43,2,2024-03-06 21:33:16
639,17,5,2024-09-12 16:34:49
640,27,1,2024-02-22 22:53:37
641,98,5,2024-07-15 06:49:46
642,27,5,2024-03-19 02:39:14
643,28,2,2024-03-22 22:08:52
644,43,2,2024-08-30 13:41:58
645,77,1,2024-02-02 02:41:05
646,36,2,2024-09-02 18:34:44
647,17,5,2024-01-11 13:34:38
648,33,2,2024-02-14 16:35:58
649,15,1,2024-03-19 21:19:27
650,17,1,2024-05-03 11:46:00
651,46,2,2024-08-08 10:13:49
652,76,3,2024-05-20 15:24:28
653,3,2,2024-07-11 22:59:38
654,34,1,2024-05-07 18:43:22
655,17,4,2024-01-21 09:07:23
656,68,1,2024-02-27 04:10:52
657,96,1,2024-08-12 02:41:37
658,61,4,2024-08-04 02:13:13
659,100,3,2024-04-03 02:26:30
660,66,5,2024-03-30 23:36:52
661,14,4,2024-06-10 01:35:36
662,65,2,2024-04-16 18:25:10
663,79,1,2024-03-17 05:08:12
664,94,5,2024-05-08 20:47:46
665,39,4,2024-04-06 16:55:23
666,83,1,2024-08-21 11:12:11
667,8,4,2024-04-27 09:33:23
668,52,4,2024-07-07 01:18:49
669,88,1,2024-08-11 13:32:34
670,63,4,2024-05-01 02:15:51
671,10,1,2024-04-05 13:14:56
672,42,5,2024-01-08 12:43:40
673,19,1,2024-07-11 18:00:55
674,17,3,2024-03-22 18:22:07
675,80,5,2024-03-16 23:29:00
676,71,3,2024-09-11 18:23:03
677,49,5,2024-07-18 06:53:33
678,68,3,2024-03-29 03:01:02
679,59,5,2024-02-11 03:39:48
680,78,4,2024-03-29 10:10:04
681,13,1,2024-02-22 01:40:51
682,84,5,2024-07-08 09:39:55
683,93,2,2024-08-21 10:08:26
684,56,4,2024-07-14 04:07:43
685,30,4,2024-05-27 07:11:37
686,44,4,2024-08-27 11:58:35
687,52,4,2024-05-07 13:58:43
688,94,1,2024-02-05 08:13:32
689,41,4,2024-09-04 20:36:44
690,41,3,2024-01-23 22:31:26
691,48,2,2024-07-26 18:41:47
692,88,4,2024-06-30 00:34:39
693,9,1,2024-05-01 15:45:53
694,11,1,2024-04-02 13:38:44
695,56,1,2024-01-16 09:49:22
696,96,3,2024-04-05 07:42:42
697,17,5,2024-09-09 00:56:49
698,8,5,2024-01-18 23:10:06
699,72,5,2024-05-10 14:52:23
700,43,1,2024-07-03 20:17:03
701,53,3,2024-01-02 01:15:15
702,86,4,2024-06-22 02:25:45
703,93,1,2024-02-16 04:09:56
704,37,5,2024-04-18 00:42:06
705,40,3,2024-07-17 11:29:50
706,14,5,2024-04-01 09:14:08
707,65,2,2024-05-21 20:34:40
708,20,4,2024-04-30 10:11:40
709,29,1,2024-07-11 13:38:46
710,45,5,2024-07-15 14:01:30
711,48,1,2024-06-17 12:59:35
712,98,3,2024-03-06 03:22:36
713,74,2,2024-01-28 11:17:05
714,55,5,2024-05-01 18:19:48
715,99,5,2024-08-17 12:56:09
716,79,5,2024-08-21 01:10:38
717,4,5,2024-08-04 22:41:54
718,85,3,2024-02-03 20:12:52
719,4,2,2024-07-24 18:04:13
720,35,3,2024-06-25 12:31:45
721,44,3,2024-06-14 15:22:09
722,1,2,2024-03-23 04:28:56
723,19,5,2024-01-02 10:44:50
724,85,4,2024-06-07 02:13:18
725,9,2,2024-04-07 03:48:45
726,95,1,2024-05-25 17:02:29
727,12,5,2024-06-30 16:45:15
728,28,4,2024-03-12 08:56:10
729,54,4,2024-07-23 05:30:38
730,44,2,2024-04-30 19:43:20
731,48,3,2024-07-23 13:47:39
732,93,3,2024-08-03 22:45:24
733,100,5,2024-01-14 11:35:44
734,77,1,2024-03-29 16:01:03
